order_line_id,order_id,product_id,order_qty,delivery_qty,agreed_delivery_date,actual_delivery_date
16327,FAP424621503,25891302,41,41,2022-04-24,2022-04-24
16328,FAP422501402,25891302,77,77,2022-04-22,2022-04-22
16329,FAP422221603,25891302,94,94,2022-04-22,2022-04-22
16330,FAP423403403,25891302,87,87,2022-04-23,2022-04-23
16331,FAP424403603,25891302,78,70,2022-04-24,2022-04-24
16332,FAP423201302,25891302,63,63,2022-04-23,2022-04-24
16333,FAP422103401,25891302,90,81,2022-04-22,2022-04-22
16334,FAP422202402,25891302,58,55,2022-04-22,2022-04-22
16335,FAP424720602,25891302,35,35,2022-04-24,2022-04-24
16336,FAP422401302,25891302,41,41,2022-04-22,2022-04-22
16337,FAP424203302,25891302,73,73,2022-04-24,2022-04-24
16338,FAP422601602,25891302,31,29,2022-04-22,2022-04-22
16339,FAP422522302,25891302,80,80,2022-04-22,2022-04-21
16340,FAP423522603,25891302,57,57,2022-04-23,2022-04-24
16341,FAP424903302,25891302,32,30,2022-04-24,2022-04-24
16342,FAP422422302,25891302,24,19,2022-04-22,2022-04-24
16343,FAP423422302,25891302,97,97,2022-04-23,2022-04-23
16344,FAP424422302,25891302,83,83,2022-04-24,2022-04-27
16345,FAP422102301,25891301,38,34,2022-04-22,2022-04-22
16346,FAP423320301,25891301,77,73,2022-04-23,2022-04-24
16347,FAP424320301,25891301,90,90,2022-04-24,2022-04-24
16348,FAP422122502,25891301,96,77,2022-04-22,2022-04-22
16349,FAP422421602,25891301,29,26,2022-04-22,2022-04-24
16350,FAP422601602,25891301,55,49,2022-04-22,2022-04-22
16351,FAP423503303,25891301,42,42,2022-04-23,2022-04-23
16352,FAP422521301,25891301,37,37,2022-04-22,2022-04-24
16353,FAP423521301,25891301,65,65,2022-04-23,2022-04-25
16354,FAP423221301,25891301,55,55,2022-04-23,2022-04-23
16355,FAP424221502,25891301,84,84,2022-04-24,2022-04-24
16356,FAP423202301,25891301,61,61,2022-04-23,2022-04-23
16357,FAP422522603,25891301,35,35,2022-04-22,2022-04-23
16358,FAP422621402,25891301,35,35,2022-04-22,2022-04-22
16359,FAP424621503,25891301,47,47,2022-04-24,2022-04-24
16360,FAP424721602,25891103,444,444,2022-04-24,2022-04-24
16361,FAP423603203,25891203,352,317,2022-04-23,2022-04-24
16362,FAP424422203,25891203,255,255,2022-04-24,2022-04-24
16363,FAP423101203,25891203,396,317,2022-04-23,2022-04-23
16364,FAP425101502,25891203,119,119,2022-04-25,2022-04-25
16365,FAP423203203,25891203,414,414,2022-04-23,2022-04-23
16366,FAP424203603,25891203,480,480,2022-04-24,2022-04-24
16367,FAP424220203,25891203,463,463,2022-04-24,2022-04-26
16368,FAP425220203,25891203,341,341,2022-04-25,2022-04-26
16369,FAP423521203,25891203,320,304,2022-04-23,2022-04-25
16370,FAP423420203,25891203,388,388,2022-04-23,2022-04-24
16371,FAP425522203,25891203,245,233,2022-04-25,2022-04-26
16372,FAP424202403,25891203,314,314,2022-04-24,2022-04-24
16373,FAP423503403,25891203,474,427,2022-04-23,2022-04-23
16374,FAP424303601,25891203,236,189,2022-04-24,2022-04-24
16375,FAP425902403,25891203,207,207,2022-04-25,2022-04-25
16376,FAP424903502,25891203,131,118,2022-04-24,2022-04-24
16377,FAP423702601,25891203,249,237,2022-04-23,2022-04-23
16378,FAP424603602,25891302,31,25,2022-04-24,2022-04-24
16379,FAP425603601,25891302,50,48,2022-04-25,2022-04-25
16380,FAP424321503,25891302,90,90,2022-04-24,2022-04-24
16381,FAP425501603,25891302,86,86,2022-04-25,2022-04-25
16382,FAP424221602,25891302,97,97,2022-04-24,2022-04-24
16383,FAP423520302,25891302,98,88,2022-04-23,2022-04-24
16384,FAP424421302,25891302,64,61,2022-04-24,2022-04-26
16385,FAP425403302,25891302,41,33,2022-04-25,2022-04-25
16386,FAP425902403,25891302,48,38,2022-04-25,2022-04-25
16387,FAP425720302,25891302,86,86,2022-04-25,2022-04-27
16388,FAP423703402,25891302,73,73,2022-04-23,2022-04-23
16389,FAP425703503,25891302,39,39,2022-04-25,2022-04-25
16390,FAP424601602,25891302,27,24,2022-04-24,2022-04-24
16391,FAP423402501,25891302,29,29,2022-04-23,2022-04-23
16392,FAP423301601,25891302,37,37,2022-04-23,2022-04-23
16393,FAP425721601,25891301,87,78,2022-04-25,2022-04-25
16394,FAP425420301,25891301,65,65,2022-04-25,2022-04-26
16395,FAP423122301,25891301,24,24,2022-04-23,2022-04-23
16396,FAP424122301,25891301,70,70,2022-04-24,2022-04-25
16397,FAP424101503,25891301,65,65,2022-04-24,2022-04-24
16398,FAP423421301,25891301,47,47,2022-04-23,2022-04-26
16399,FAP424421301,25891301,63,63,2022-04-24,2022-04-24
16400,FAP425421301,25891301,90,72,2022-04-25,2022-04-26
16401,FAP424720301,25891301,55,55,2022-04-24,2022-04-24
16402,FAP423321601,25891301,47,47,2022-04-23,2022-04-23
16403,FAP424121301,25891301,81,81,2022-04-24,2022-04-27
16404,FAP425121301,25891301,44,35,2022-04-25,2022-04-25
16405,FAP425203301,25891301,63,63,2022-04-25,2022-04-24
16406,FAP424402602,25891301,80,80,2022-04-24,2022-04-24
16407,FAP424503301,25891301,39,39,2022-04-24,2022-04-24
16408,FAP425221301,25891301,79,79,2022-04-25,2022-04-25
16409,FAP425202301,25891301,73,73,2022-04-25,2022-04-25
16410,FAP424903502,25891301,40,40,2022-04-24,2022-04-24
16411,FAP425702301,25891301,68,61,2022-04-25,2022-04-25
16412,FAP423303502,25891301,30,30,2022-04-23,2022-04-23
16413,FAP424303601,25891301,77,73,2022-04-24,2022-04-24
16414,FAP424902301,25891301,28,28,2022-04-24,2022-04-24
16415,FAP424303601,25891102,423,381,2022-04-24,2022-04-24
16416,FAP425721601,25891102,471,471,2022-04-25,2022-04-25
16417,FAP423521203,25891102,458,458,2022-04-23,2022-04-25
16418,FAP425622503,25891102,484,484,2022-04-25,2022-04-25
16419,FAP423503102,25891102,445,401,2022-04-23,2022-04-24
16420,FAP424301603,25891102,300,300,2022-04-24,2022-04-24
16421,FAP425301602,25891102,451,451,2022-04-25,2022-04-25
16422,FAP423903102,25891102,331,298,2022-04-23,2022-04-24
16423,FAP424420102,25891102,306,306,2022-04-24,2022-04-26
16424,FAP425420102,25891102,500,500,2022-04-25,2022-04-27
16425,FAP423702601,25891102,401,401,2022-04-23,2022-04-23
16426,FAP424702501,25891102,370,370,2022-04-24,2022-04-24
16427,FAP423201102,25891102,452,429,2022-04-23,2022-04-23
16428,FAP424201102,25891102,322,322,2022-04-24,2022-04-24
16429,FAP425102202,25891102,417,396,2022-04-25,2022-04-25
16430,FAP424603602,25891102,400,400,2022-04-24,2022-04-24
16431,FAP424203102,25891102,328,328,2022-04-24,2022-04-27
16432,FAP425203303,25891102,426,426,2022-04-25,2022-04-25
16433,FAP423122502,25891502,165,149,2022-04-23,2022-04-24
16434,FAP424903502,25891502,224,179,2022-04-24,2022-04-24
16435,FAP425202502,25891502,234,211,2022-04-25,2022-04-26
16436,FAP424621502,25891502,145,145,2022-04-24,2022-04-25
16437,FAP425101502,25891502,236,189,2022-04-25,2022-04-25
16438,FAP425721601,25891502,127,121,2022-04-25,2022-04-25
16439,FAP423303502,25891502,248,248,2022-04-23,2022-04-23
16440,FAP425221502,25891502,207,166,2022-04-25,2022-04-24
16441,FAP423321601,25891502,165,165,2022-04-23,2022-04-23
16442,FAP425521502,25891502,226,226,2022-04-25,2022-04-26
16443,FAP425403403,25891403,477,477,2022-04-25,2022-04-24
16444,FAP425621603,25891403,456,456,2022-04-25,2022-04-25
16445,FAP423421403,25891403,471,447,2022-04-23,2022-04-25
16446,FAP423320601,25891403,400,400,2022-04-23,2022-04-23
16447,FAP425320403,25891403,464,464,2022-04-25,2022-04-25
16448,FAP425422603,25891403,259,259,2022-04-25,2022-04-27
16449,FAP423603403,25891403,398,318,2022-04-23,2022-04-23
16450,FAP424603602,25891403,256,243,2022-04-24,2022-04-24
16451,FAP425902403,25891403,403,403,2022-04-25,2022-04-25
16452,FAP424721602,25891403,243,243,2022-04-24,2022-04-24
16453,FAP423503403,25891403,272,272,2022-04-23,2022-04-23
16454,FAP424122403,25891403,471,447,2022-04-24,2022-04-24
16455,FAP424101503,25891403,302,242,2022-04-24,2022-04-24
16456,FAP424202403,25891403,287,287,2022-04-24,2022-04-24
16457,FAP424121403,25891403,439,439,2022-04-24,2022-04-26
16458,FAP424702501,25891403,401,361,2022-04-24,2022-04-24
16459,FAP424301603,25891403,474,474,2022-04-24,2022-04-24
16460,FAP423522403,25891403,499,499,2022-04-23,2022-04-25
16461,FAP423103603,25891403,427,384,2022-04-23,2022-04-23
16462,FAP423401403,25891403,248,248,2022-04-23,2022-04-23
16463,FAP425401603,25891403,477,477,2022-04-25,2022-04-25
16464,FAP423220602,25891403,474,474,2022-04-23,2022-04-23
16465,FAP425622503,25891503,146,131,2022-04-25,2022-04-25
16466,FAP423521602,25891503,223,223,2022-04-23,2022-04-24
16467,FAP425521503,25891503,147,147,2022-04-25,2022-04-25
16468,FAP424321503,25891503,156,140,2022-04-24,2022-04-24
16469,FAP425321503,25891503,197,197,2022-04-25,2022-04-25
16470,FAP424221602,25891503,113,113,2022-04-24,2022-04-24
16471,FAP425103503,25891503,231,208,2022-04-25,2022-04-25
16472,FAP424420503,25891503,230,230,2022-04-24,2022-04-27
16473,FAP425902503,25891503,236,236,2022-04-25,2022-04-24
16474,FAP424421603,25891503,174,157,2022-04-24,2022-04-25
16475,FAP424703601,25891503,207,197,2022-04-24,2022-04-24
16476,FAP425703503,25891503,247,222,2022-04-25,2022-04-25
16477,FAP425501603,25891503,162,162,2022-04-25,2022-04-25
16478,FAP423320601,25891503,177,159,2022-04-23,2022-04-23
16479,FAP424320503,25891503,192,192,2022-04-24,2022-04-23
16480,FAP423301601,25891503,223,201,2022-04-23,2022-04-23
16481,FAP425301602,25891503,171,171,2022-04-25,2022-04-25
16482,FAP424101503,25891503,211,211,2022-04-24,2022-04-24
16483,FAP425402503,25891503,124,118,2022-04-25,2022-04-26
16484,FAP424303601,25891503,183,183,2022-04-24,2022-04-24
16485,FAP425303503,25891503,195,195,2022-04-25,2022-04-25
16486,FAP424703601,25891103,303,288,2022-04-24,2022-04-24
16487,FAP425703503,25891103,446,446,2022-04-25,2022-04-25
16488,FAP423201103,25891103,494,494,2022-04-23,2022-04-24
16489,FAP423520302,25891103,442,354,2022-04-23,2022-04-24
16490,FAP425303503,25891103,370,370,2022-04-25,2022-04-25
16491,FAP425501603,25891103,498,473,2022-04-25,2022-04-25
16492,FAP423402103,25891103,422,401,2022-04-23,2022-04-24
16493,FAP423720103,25891103,492,492,2022-04-23,2022-04-23
16494,FAP425221301,25891103,342,342,2022-04-25,2022-04-25
16495,FAP423522402,25891103,394,374,2022-04-23,2022-04-24
16496,FAP425522103,25891103,311,311,2022-04-25,2022-04-24
16497,FAP424101503,25891103,300,300,2022-04-24,2022-04-24
16498,FAP423102103,25891103,314,314,2022-04-23,2022-04-22
16499,FAP424102103,25891103,382,382,2022-04-24,2022-04-23
16500,FAP423202103,25891103,312,296,2022-04-23,2022-04-23
16501,FAP425202301,25891103,371,371,2022-04-25,2022-04-25
16502,FAP424321503,25891103,421,421,2022-04-24,2022-04-24
16503,FAP425422603,25891103,493,493,2022-04-25,2022-04-27
16504,FAP424703601,25891601,91,82,2022-04-24,2022-04-24
16505,FAP424522601,25891601,74,74,2022-04-24,2022-04-23
16506,FAP423702601,25891601,191,191,2022-04-23,2022-04-23
16507,FAP423521601,25891601,162,146,2022-04-23,2022-04-23
16508,FAP424521601,25891601,68,68,2022-04-24,2022-04-24
16509,FAP425402601,25891601,163,163,2022-04-25,2022-04-25
16510,FAP424721602,25891601,119,119,2022-04-24,2022-04-24
16511,FAP425721601,25891601,149,134,2022-04-25,2022-04-25
16512,FAP424303601,25891601,185,185,2022-04-24,2022-04-24
16513,FAP424101601,25891601,193,193,2022-04-24,2022-04-25
16514,FAP423320601,25891601,69,55,2022-04-23,2022-04-23
16515,FAP425220601,25891601,126,113,2022-04-25,2022-04-25
16516,FAP425603601,25891601,128,128,2022-04-25,2022-04-25
16517,FAP423301601,25891601,92,92,2022-04-23,2022-04-23
16518,FAP424301601,25891601,69,69,2022-04-24,2022-04-23
16519,FAP423321601,25891601,69,69,2022-04-23,2022-04-23
16520,FAP425621603,25891601,110,110,2022-04-25,2022-04-25
16521,FAP424421601,25891601,54,49,2022-04-24,2022-04-27
16522,FAP423420601,25891601,142,142,2022-04-23,2022-04-23
16523,FAP423501601,25891601,77,69,2022-04-23,2022-04-23
16524,FAP423103603,25891402,379,379,2022-04-23,2022-04-23
16525,FAP424103402,25891402,336,302,2022-04-24,2022-04-24
16526,FAP423501601,25891402,387,368,2022-04-23,2022-04-23
16527,FAP423320601,25891402,407,407,2022-04-23,2022-04-23
16528,FAP425320402,25891402,463,463,2022-04-25,2022-04-24
16529,FAP423703402,25891402,387,387,2022-04-23,2022-04-23
16530,FAP424703402,25891402,223,223,2022-04-24,2022-04-25
16531,FAP423301601,25891402,460,460,2022-04-23,2022-04-23
16532,FAP424301603,25891402,384,384,2022-04-24,2022-04-24
16533,FAP425721601,25891402,231,231,2022-04-25,2022-04-25
16534,FAP425601402,25891402,241,193,2022-04-25,2022-04-25
16535,FAP425902403,25891402,313,313,2022-04-25,2022-04-25
16536,FAP423321601,25891402,301,301,2022-04-23,2022-04-23
16537,FAP423522402,25891402,220,220,2022-04-23,2022-04-24
16538,FAP424101601,25891402,380,342,2022-04-24,2022-04-25
16539,FAP423121402,25891402,314,314,2022-04-23,2022-04-25
16540,FAP424622402,25891402,489,440,2022-04-24,2022-04-24
16541,FAP425102402,25891402,280,280,2022-04-25,2022-04-27
16542,FAP424603602,25891201,226,203,2022-04-24,2022-04-24
16543,FAP425122201,25891201,219,175,2022-04-25,2022-04-26
16544,FAP425601402,25891201,423,338,2022-04-25,2022-04-25
16545,FAP423621201,25891201,115,115,2022-04-23,2022-04-23
16546,FAP423401403,25891201,491,491,2022-04-23,2022-04-23
16547,FAP423902303,25891201,123,123,2022-04-23,2022-04-23
16548,FAP425422201,25891201,185,185,2022-04-25,2022-04-28
16549,FAP425503501,25891201,182,182,2022-04-25,2022-04-25
16550,FAP423501601,25891201,370,370,2022-04-23,2022-04-23
16551,FAP424501603,25891201,390,312,2022-04-24,2022-04-24
16552,FAP424221602,25891201,381,381,2022-04-24,2022-04-24
16553,FAP423903201,25891201,331,298,2022-04-23,2022-04-23
16554,FAP425720501,25891201,163,163,2022-04-25,2022-04-25
16555,FAP425422501,25891501,123,123,2022-04-25,2022-04-25
16556,FAP423703501,25891501,169,169,2022-04-23,2022-04-24
16557,FAP424703601,25891501,185,148,2022-04-24,2022-04-24
16558,FAP425703503,25891501,215,215,2022-04-25,2022-04-25
16559,FAP425503501,25891501,180,180,2022-04-25,2022-04-25
16560,FAP424321503,25891501,115,115,2022-04-24,2022-04-24
16561,FAP424702501,25891501,152,144,2022-04-24,2022-04-24
16562,FAP424603501,25891501,188,188,2022-04-24,2022-04-25
16563,FAP425201501,25891501,211,190,2022-04-25,2022-04-25
16564,FAP424403501,25891501,241,241,2022-04-24,2022-04-24
16565,FAP425121501,25891501,235,235,2022-04-25,2022-04-27
16566,FAP424621502,25891501,154,146,2022-04-24,2022-04-25
16567,FAP424320501,25891501,235,235,2022-04-24,2022-04-24
16568,FAP424221501,25891501,243,243,2022-04-24,2022-04-23
16569,FAP425303503,25891501,143,143,2022-04-25,2022-04-25
16570,FAP425102501,25891501,237,237,2022-04-25,2022-04-26
16571,FAP425521501,25891501,119,119,2022-04-25,2022-04-27
16572,FAP423402501,25891501,216,216,2022-04-23,2022-04-23
16573,FAP425720501,25891501,129,129,2022-04-25,2022-04-25
16574,FAP424301603,25891501,124,124,2022-04-24,2022-04-24
16575,FAP425301602,25891602,185,185,2022-04-25,2022-04-25
16576,FAP424621602,25891602,159,159,2022-04-24,2022-04-24
16577,FAP423521602,25891602,79,79,2022-04-23,2022-04-24
16578,FAP423703602,25891602,196,196,2022-04-23,2022-04-22
16579,FAP424402602,25891602,76,76,2022-04-24,2022-04-24
16580,FAP423103603,25891602,101,101,2022-04-23,2022-04-23
16581,FAP424103602,25891602,182,173,2022-04-24,2022-04-23
16582,FAP424221602,25891602,121,121,2022-04-24,2022-04-24
16583,FAP424601602,25891602,155,147,2022-04-24,2022-04-24
16584,FAP424520602,25891602,142,142,2022-04-24,2022-04-26
16585,FAP423220602,25891602,89,89,2022-04-23,2022-04-23
16586,FAP424603602,25891602,91,91,2022-04-24,2022-04-24
16587,FAP424721602,25891602,52,52,2022-04-24,2022-04-24
16588,FAP423403602,25891602,77,77,2022-04-23,2022-04-23
16589,FAP424403602,25891602,55,55,2022-04-24,2022-04-25
16590,FAP424603602,25891101,333,333,2022-04-24,2022-04-24
16591,FAP424703601,25891101,374,374,2022-04-24,2022-04-24
16592,FAP425321503,25891101,310,310,2022-04-25,2022-04-25
16593,FAP423203203,25891101,496,397,2022-04-23,2022-04-23
16594,FAP424121101,25891101,422,422,2022-04-24,2022-04-25
16595,FAP423720103,25891101,349,349,2022-04-23,2022-04-23
16596,FAP425221502,25891101,302,272,2022-04-25,2022-04-24
16597,FAP423122101,25891101,380,342,2022-04-23,2022-04-22
16598,FAP423202103,25891101,412,412,2022-04-23,2022-04-23
16599,FAP423401101,25891101,374,374,2022-04-23,2022-04-25
16600,FAP424102603,25891101,307,276,2022-04-24,2022-04-24
16601,FAP423503403,25891101,434,391,2022-04-23,2022-04-23
16602,FAP425503101,25891101,463,370,2022-04-25,2022-04-26
16603,FAP424420102,25891101,394,394,2022-04-24,2022-04-26
16604,FAP424402602,25891401,473,473,2022-04-24,2022-04-24
16605,FAP423121603,25891401,232,209,2022-04-23,2022-04-23
16606,FAP425501603,25891401,311,311,2022-04-25,2022-04-25
16607,FAP424503401,25891401,200,200,2022-04-24,2022-04-25
16608,FAP425202502,25891401,379,341,2022-04-25,2022-04-26
16609,FAP424702501,25891401,242,230,2022-04-24,2022-04-24
16610,FAP424721602,25891401,396,396,2022-04-24,2022-04-24
16611,FAP424601602,25891401,362,362,2022-04-24,2022-04-24
16612,FAP425201501,25891401,430,430,2022-04-25,2022-04-25
16613,FAP423520603,25891603,83,75,2022-04-23,2022-04-25
16614,FAP424102603,25891603,103,103,2022-04-24,2022-04-24
16615,FAP424501603,25891603,92,92,2022-04-24,2022-04-24
16616,FAP425501603,25891603,94,89,2022-04-25,2022-04-25
16617,FAP424220603,25891603,76,76,2022-04-24,2022-04-24
16618,FAP423101603,25891603,132,132,2022-04-23,2022-04-25
16619,FAP425401603,25891603,138,138,2022-04-25,2022-04-25
16620,FAP424420603,25891603,130,130,2022-04-24,2022-04-25
16621,FAP423121603,25891603,184,184,2022-04-23,2022-04-23
16622,FAP425422603,25891603,65,62,2022-04-25,2022-04-27
16623,FAP424421603,25891603,58,58,2022-04-24,2022-04-25
16624,FAP424301603,25891603,54,49,2022-04-24,2022-04-24
16625,FAP424203603,25891603,174,174,2022-04-24,2022-04-24
16626,FAP423103603,25891603,179,143,2022-04-23,2022-04-23
16627,FAP425621603,25891603,112,112,2022-04-25,2022-04-25
16628,FAP425102202,25891202,113,102,2022-04-25,2022-04-25
16629,FAP423402202,25891202,326,293,2022-04-23,2022-04-22
16630,FAP423221202,25891202,163,163,2022-04-23,2022-04-23
16631,FAP424221202,25891202,393,393,2022-04-24,2022-04-26
16632,FAP425221301,25891202,291,291,2022-04-25,2022-04-25
16633,FAP423403602,25891202,406,406,2022-04-23,2022-04-23
16634,FAP424301603,25891202,423,423,2022-04-24,2022-04-24
16635,FAP423422202,25891202,465,465,2022-04-23,2022-04-24
16636,FAP424422202,25891202,100,100,2022-04-24,2022-04-26
16637,FAP423601202,25891202,437,393,2022-04-23,2022-04-23
16638,FAP424603602,25891202,328,328,2022-04-24,2022-04-24
16639,FAP424220603,25891202,155,124,2022-04-24,2022-04-24
16640,FAP425202301,25891202,110,99,2022-04-25,2022-04-25
16641,FAP423203203,25891202,263,263,2022-04-23,2022-04-23
16642,FAP423121603,25891202,390,390,2022-04-23,2022-04-23
16643,FAP424422303,25891303,94,94,2022-04-24,2022-04-27
16644,FAP425203303,25891303,56,56,2022-04-25,2022-04-25
16645,FAP425201303,25891303,52,49,2022-04-25,2022-04-27
16646,FAP423321601,25891303,84,84,2022-04-23,2022-04-23
16647,FAP423601303,25891303,49,39,2022-04-23,2022-04-22
16648,FAP423703402,25891303,76,72,2022-04-23,2022-04-23
16649,FAP424401303,25891303,33,33,2022-04-24,2022-04-24
16650,FAP423421303,25891303,81,73,2022-04-23,2022-04-24
16651,FAP425320403,25891303,94,89,2022-04-25,2022-04-25
16652,FAP424702501,25891303,21,21,2022-04-24,2022-04-24
16653,FAP424221602,25891303,66,66,2022-04-24,2022-04-24
16654,FAP425503501,25891303,30,30,2022-04-25,2022-04-25
16655,FAP423902303,25891303,25,23,2022-04-23,2022-04-23
16656,FAP425220601,25891303,42,42,2022-04-25,2022-04-25
16657,FAP423903303,25891303,62,59,2022-04-23,2022-04-22
16658,FAP425621603,25891303,27,27,2022-04-25,2022-04-25
16659,FAP424521303,25891303,92,92,2022-04-24,2022-04-25
16660,FAP425503603,25891402,398,398,2022-04-25,2022-04-25
16661,FAP425603203,25891203,466,466,2022-04-25,2022-04-25
16662,FAP425422203,25891203,100,100,2022-04-25,2022-04-26
16663,FAP424401203,25891203,156,156,2022-04-24,2022-04-24
16664,FAP425203603,25891203,206,165,2022-04-25,2022-04-25
16665,FAP426203602,25891203,109,109,2022-04-26,2022-04-26
16666,FAP426703601,25891203,114,103,2022-04-26,2022-04-26
16667,FAP424521203,25891203,418,397,2022-04-24,2022-04-25
16668,FAP426521203,25891203,484,436,2022-04-26,2022-04-25
16669,FAP425403203,25891203,163,147,2022-04-25,2022-04-25
16670,FAP426503403,25891203,237,213,2022-04-26,2022-04-26
16671,FAP425720602,25891203,410,410,2022-04-25,2022-04-25
16672,FAP425121203,25891203,101,81,2022-04-25,2022-04-28
16673,FAP424321603,25891203,338,338,2022-04-24,2022-04-24
16674,FAP424501502,25891203,423,423,2022-04-24,2022-04-24
16675,FAP426501503,25891203,301,301,2022-04-26,2022-04-26
16676,FAP426902602,25891203,377,339,2022-04-26,2022-04-26
16677,FAP424421203,25891203,314,283,2022-04-24,2022-04-24
16678,FAP424402203,25891203,251,226,2022-04-24,2022-04-24
16679,FAP426402203,25891203,404,404,2022-04-26,2022-04-29
16680,FAP424520203,25891203,237,225,2022-04-24,2022-04-24
16681,FAP424621601,25891203,377,377,2022-04-24,2022-04-24
16682,FAP424102402,25891302,25,25,2022-04-24,2022-04-24
16683,FAP426702302,25891302,84,80,2022-04-26,2022-04-28
16684,FAP424622501,25891302,95,85,2022-04-24,2022-04-24
16685,FAP424320502,25891302,72,72,2022-04-24,2022-04-26
16686,FAP425721302,25891302,56,56,2022-04-25,2022-04-26
16687,FAP425621503,25891302,93,93,2022-04-25,2022-04-25
16688,FAP425221601,25891302,90,90,2022-04-25,2022-04-25
16689,FAP425520501,25891302,60,54,2022-04-25,2022-04-26
16690,FAP425420501,25891302,41,41,2022-04-25,2022-04-28
16691,FAP425220502,25891302,42,38,2022-04-25,2022-04-25
16692,FAP424122302,25891302,97,87,2022-04-24,2022-04-25
16693,FAP426122302,25891302,72,58,2022-04-26,2022-04-27
16694,FAP425202603,25891302,60,60,2022-04-25,2022-04-25
16695,FAP426202302,25891302,48,38,2022-04-26,2022-04-26
16696,FAP425903502,25891302,57,51,2022-04-25,2022-04-25
16697,FAP424503602,25891302,29,29,2022-04-24,2022-04-24
16698,FAP426503403,25891302,92,87,2022-04-26,2022-04-26
16699,FAP425402302,25891302,80,72,2022-04-25,2022-04-26
16700,FAP426301302,25891302,93,93,2022-04-26,2022-04-26
16701,FAP424721501,25891301,69,69,2022-04-24,2022-04-24
16702,FAP424703603,25891301,76,76,2022-04-24,2022-04-24
16703,FAP425122501,25891301,75,71,2022-04-25,2022-04-27
16704,FAP425101402,25891301,27,27,2022-04-25,2022-04-25
16705,FAP425720602,25891301,61,61,2022-04-25,2022-04-25
16706,FAP426501503,25891301,68,65,2022-04-26,2022-04-26
16707,FAP424201301,25891301,68,65,2022-04-24,2022-04-24
16708,FAP425201503,25891301,61,61,2022-04-25,2022-04-25
16709,FAP426521301,25891301,20,20,2022-04-26,2022-04-28
16710,FAP426221602,25891301,21,21,2022-04-26,2022-04-26
16711,FAP426202301,25891301,91,86,2022-04-26,2022-04-27
16712,FAP424522301,25891301,41,33,2022-04-24,2022-04-26
16713,FAP424301301,25891301,59,59,2022-04-24,2022-04-24
16714,FAP425603301,25891301,62,62,2022-04-25,2022-04-24
16715,FAP425401102,25891102,411,390,2022-04-25,2022-04-25
16716,FAP425403203,25891102,461,438,2022-04-25,2022-04-25
16717,FAP424521503,25891102,466,466,2022-04-24,2022-04-26
16718,FAP425520501,25891102,343,343,2022-04-25,2022-04-26
16719,FAP424522303,25891102,470,470,2022-04-24,2022-04-25
16720,FAP425422102,25891102,398,398,2022-04-25,2022-04-24
16721,FAP425720602,25891102,416,416,2022-04-25,2022-04-25
16722,FAP425321102,25891102,456,433,2022-04-25,2022-04-24
16723,FAP424202603,25891102,457,411,2022-04-24,2022-04-24
16724,FAP426421102,25891102,446,424,2022-04-26,2022-04-25
16725,FAP426320202,25891102,499,499,2022-04-26,2022-04-26
16726,FAP424903402,25891102,450,428,2022-04-24,2022-04-24
16727,FAP425903102,25891102,330,330,2022-04-25,2022-04-27
16728,FAP425702102,25891102,373,354,2022-04-25,2022-04-26
16729,FAP426702202,25891102,426,405,2022-04-26,2022-04-26
16730,FAP424220403,25891102,398,358,2022-04-24,2022-04-24
16731,FAP424101602,25891102,341,341,2022-04-24,2022-04-24
16732,FAP424621102,25891102,363,363,2022-04-24,2022-04-23
16733,FAP425621102,25891102,497,497,2022-04-25,2022-04-26
16734,FAP426122502,25891502,172,163,2022-04-26,2022-04-25
16735,FAP426622502,25891502,175,175,2022-04-26,2022-04-26
16736,FAP424420502,25891502,188,150,2022-04-24,2022-04-26
16737,FAP424320502,25891502,234,234,2022-04-24,2022-04-26
16738,FAP425320502,25891502,129,123,2022-04-25,2022-04-28
16739,FAP425201502,25891502,158,158,2022-04-25,2022-04-24
16740,FAP426201503,25891502,242,242,2022-04-26,2022-04-26
16741,FAP425301502,25891502,157,157,2022-04-25,2022-04-25
16742,FAP424220502,25891502,130,130,2022-04-24,2022-04-26
16743,FAP425220502,25891502,244,244,2022-04-25,2022-04-25
16744,FAP426203602,25891502,198,198,2022-04-26,2022-04-26
16745,FAP425903502,25891502,244,195,2022-04-25,2022-04-25
16746,FAP426903601,25891502,119,113,2022-04-26,2022-04-26
16747,FAP425621503,25891502,159,159,2022-04-25,2022-04-25
16748,FAP426621502,25891502,145,145,2022-04-26,2022-04-26
16749,FAP425503502,25891502,205,205,2022-04-25,2022-04-28
16750,FAP426720502,25891502,225,225,2022-04-26,2022-04-28
16751,FAP426101502,25891502,131,118,2022-04-26,2022-04-26
16752,FAP426401601,25891502,197,187,2022-04-26,2022-04-26
16753,FAP426721502,25891502,161,145,2022-04-26,2022-04-26
16754,FAP424501502,25891502,121,121,2022-04-24,2022-04-24
16755,FAP426501502,25891502,102,102,2022-04-26,2022-04-29
16756,FAP426601502,25891502,127,127,2022-04-26,2022-04-26
16757,FAP424521503,25891502,221,221,2022-04-24,2022-04-26
16758,FAP426521502,25891502,241,241,2022-04-26,2022-04-26
16759,FAP425421502,25891502,199,159,2022-04-25,2022-04-25
16760,FAP424421403,25891403,408,326,2022-04-24,2022-04-25
16761,FAP425402403,25891403,470,470,2022-04-25,2022-04-24
16762,FAP424203503,25891403,471,471,2022-04-24,2022-04-24
